Name,club,facebook,twitter,instagram,pinterest,logo,Photo,Street,City,State,Zip,Appointment_url,Phone,Food,Tour,Family,Pets,Picnic,Website,Email,Fee,Appointment,Open,Close,atmosphere_id,Bio
D & L Carinalli Vineyards,,,,,,http://www.sonomafb.org/images/Logos/wine+logos/D&L-Carinalli-Vineyards_150.jpg,http://www.dlcarinallivineyards.com/images/2009-pinot-noir-estate.jpg,2900 Llano Road,Santa Rosa,CA,95407,,707-795-7052,,,,,,http://www.dlcarinallivineyards.com,info@dlcarinallivineyards.com,,Yes,,,,"Farming the land was handed down from Domenico Carinalli, Sr., who came to America in 1921 from his hometown in Germasino, Italy. Prominent on our wine labels is the picture of his family church which remains a symbol of the Carinalli heritage - commitment to tradition, quality workmanship and love of the land."
D'Argenzio Winery,http://www.dargenziowine.com/wine-club,https://www.facebook.com/DArgenzioWine,https://twitter.com/DArgenzioWinery,,https://www.pinterest.com/dargenziowinery/pins/,http://californiawinenavigator.com/wp-content/uploads/2012/12/dargenzio-wine-logo.jpg,http://www.dargenziowine.com/wp-content/gallery/about_1/thumbs/thumbs_photo2.jpg,"1301 Cleveland Avenue, Suite A",Santa Rosa,CA,95401,,707-546-2466,Yes,Yes,Yes,Yes,Yes,http://www.dargenziowine.com,info@dargenziowine.com,10.00,No,11:00,19:00,,"Boutique Italian family winery hidden in an urban setting near downtown Santa Rosa. Winemaker & Founder - Raymond Anthony D’Argenzio.  Established 1994. D'Argenzio Winery is a hidden gem! Please visit us to taste limited production wines including Sagrantino, Aglianico, Tocai Friulano, Montepulciano, Barbera, Moscato, Sangiovese, and many Sonoma County staples such as Pinot Noir, Zinfandel, Petite Sirah, Chardonnay, Sauvignon Blanc and many more! They offer antipasti platters, pizza, salads, gelato, and more! There is a bocce ball court out back on the patio and they are family and dog friendly. Fun ambiance and great wines!  Open almost every day, but Thursday evenings are a great time to visit. Every Thursday from 6-9pm features live music!  By appointment only on Monday & Tuesday. Wednesday: 11 a.m. - 5 p.m.; Thursday: 11 a.m. - 9 p.m.; Friday & Saturday: 11 a.m. - 7 p.m.; Sunday: 11 a.m. - 5 p.m.  Closed Major Holidays."
D.H. Gustafson Family Vineyards,http://www.gfvineyard.com/experience.php,https://www.facebook.com/GFVineyard,https://twitter.com/gfvineyard,,https://www.pinterest.com/gfvineyard/,http://www.gfvineyard.com/images/Gustafson-Family-Vineyards.png,http://www.gfvineyard.com/images/taste/Estate.jpg,9100 Skaggs Springs Road,Geyserville,CA,95448,,707-433-2371,,,Yes,Yes,Yes,http://www.gfvineyard.com,info@gfvineyard.com,0.00,No,10:00,16:00,,"Join us for a tasting of all-Estate wines in the center of our unique mountain vineyard, perched at 1,800 ft. above sea level in the Dry Creek Valley. Be sure to bring a picnic lunch and enjoy our breathtaking Picnic Area, with 30 mile panoramic views in three directions. Go the extra mile for breathtaking views, award-winning wines, and friendly hospitality. Open to the public Saturday.  By appointment only Friday, Sunday, and Monday 11am - 3pm"
D.H. Gustafson Family Vineyards Healdsburg Tasting Room,http://www.gfvineyard.com/experience.php,https://www.facebook.com/GFVineyard,https://twitter.com/gfvineyard,,https://www.pinterest.com/gfvineyard/,http://www.gfvineyard.com/images/Gustafson-Family-Vineyards.png,http://s3-media1.fl.yelpcdn.com/bphoto/ppQbnGghngyO6uNR8of7mA/o.jpg,34 North St,Healdsburg,CA,95448,,707-433-2371,,,,,,http://www.gfvineyard.com,info@gfvineyard.com,10.00,No,12:00,19:00,,"Now you can enjoy Gustafson Family Vineyard's exclusive estate wines in trendy downtown Healdsburg. All our wines are grown and produced at 1,800 ft in elevation in the beautiful rolling hills above Lake Sonoma, representing the highest elevation vineyard and winery in Sonoma county.  Taste a selection of our small-lot estate wines, enjoy a glass in our tasting lounge or call ahead to book a private tasting in our 12-person VIP lounge."
Dashe Cellars - Family Wineries Tasting Room,http://www.dashecellars.com/shop/Dashe-Cellars-Wine-Club,https://www.facebook.com/DasheCellars,https://twitter.com/Dashecellars,,,https://www.dashecellars.com/assets/images/dashe-logo.png,https://www.dashecellars.com/assets/upload/images/slideshow/.thumbs/slideshow-Louvau_vineyard-836.320.0.jpg,4791 Dry Creek Road,Healdsburg,CA,95448,,707-433-0100,,,Yes,Yes,Yes,http://www.dashecellars.com,drycreek@familywines.com,10.00,No,10:30,16:30,,Six family wineries in a cooperatively owned tasting room in Dry Creek Valley.  Open daily (Mar-Dec); Open Thursday thru Monday (Jan-Feb)
"DaVero Sonoma, Inc.",https://www.davero.com/club/,,,,,https://www.davero.com/repoz/images/PluckyDaVeroLogo.png,http://i1.wp.com/www.winecountrygetaways.com/wp-content/uploads/2015/08/bookclub-61-of-68-3.jpg,766 Westside Road,Healdsburg,CA,95448,,707-431-8000,,Yes,Yes,Yes,Yes,http://www.davero.com,,15.00,No,11:00,17:00,,"Please come taste our Italian grape varietals and Olive oils as you learn about our history, the significance of what we grow and the importance of Biodynamic farming. No appointment is required, although was ask that you call ahead for groups of five or more.  Open daily."
David Coffaro Vineyards & Winery,https://coffaro.com/shop/clubform.html,https://www.facebook.com/DavidCoffaroWinery,,,,http://fandbi.com/Mag.Summer.2011/coffaro/coffaro.label.c.jpg,http://cdn2-b.examiner.com/sites/default/files/styles/image_content_width/hash/b1/71/b171a2558df6e54664bc888bd937b8dd.jpg?itok=7lA40JUR,7485 Dry Creek Road,Geyserville,CA,95441,,707-433-9715,,,Yes,Yes,Yes,http://www.coffaro.com,david@coffaro.com,,No,11:00,16:00,,"David Coffaro Estate Vineyard is dedicated to making premium wines at a fair price. We have a large selection of wines which are offered under the ""Crazy Coffaro Futures Program,"" a system that lets us provide the consumer with premium wine at the best possible prices.  Open daily except for some major holidays. Vineyard tours are also offered by appointment. And depending upon the time of year, we'll most likely have a few barrel samples to taste, as well."
Davis Family Winery,http://www.daviswines.com/friends_of_the_family.php,https://www.facebook.com/Davis-Family-Vineyards-173454222791/timeline/,,,,http://staging.wineroad.com/images/wr/0/1305.JPG,https://cdn2.gbot.me/photos/Qi/rc/1306258790/-Davis_Family_Vineyards-20000000001584497-500x375.jpg,52 Front Street,Healdsburg,CA,95448,,707-433-3858,,,,Yes,Yes,http://www.daviswines.com,sales@daviswines.com,10.00,No,11:00,17:00,,"Join us in our Tasting Room and Organic Garden Lounge steps away from the Russian River. Sip from our current releases, stroll through our organic garden and join in a game on the bocce court. We welcome well-behaved dogs on leash.  Open Thursday thru Sunday."
De La Montanya Vineyards,http://www.dlmwine.com/members.php,https://www.facebook.com/DeLaMontanyaWinery,,,,https://www.winecountrybuzz.com/wp-content/uploads/2014/07/26_de-la-montanya-logo.gif,http://sonomapassport.com/wp-content/uploads/2014/07/De-La-Montanya-Winery-Vineyards.png,999 Foreman Lane,Healdsburg,CA,95448,,707-433-3711,,,Yes,Yes,Yes,http://www.dlmwine.com,dennis@dlmwine.com,10.00,No,11:00,17:00,,De La Montanya winery is a family owned winery offering a variety of handcrafted wines made in very small quantities.  The tasting atmosphere is casual with plenty of friendly banter.  We are hard to find but worth the effort so stop in to see us soon.  Open Friday thru Sunday to the public; By appointment Monday thru Thursday
Deerfield Ranch Winery,http://www.deerfieldranch.com/WineClub/Fall2015/WC15Fallindex.html,https://www.facebook.com/DeerfieldRanchWinery,,,,http://www.hotelcouncilsf.org/external/wcpages/wcwebcontent/webcontentpage.aspx?contentid=1155,http://www.deerfieldranch.com/Events/caveCheckers.jpg,10200 Sonoma Highway,Kenwood,CA,95452,,707-833-5215,,Yes,Yes,Yes,Yes,http://www.deerfieldranch.com,winery@deerfieldranch.com,10.00,No,10:30,16:30,,"Step into the Grand Room, at the heart of our 23,000 sq. ft. wine cave, and be immersed in a winery experience like no other. As you walk across the crushpad to enter the cave, you get to see all the action from grape to glass. Then take a seat in our comfortable living room style tasting room and enjoy world-class wines in a fun and relaxed atmosphere.  Open daily.  Parties of eight or more people need an appointment."
Deering Winery at Cellars of Sonoma,http://www.deeringwine.com/index.cfm?method=pages.showPage&pageid=3445C734-D9C1-E29E-5B61-3720EDC47C1D,https://www.facebook.com/deeringwine/timeline/?ref=sgm,https://twitter.com/deeringw,,,http://media.virbcdn.com/cdn_images/resize_500x500/6f/c624e0daf22aaffe-DeeringLogo.jpg,https://s3.amazonaws.com/thewinespies-production/uploads/product/image/2766-b0ad6cb08a8d8ee037dc20d258fdfa7b045cde97/tall_product_photo.jpg,133 4th Street,Santa Rosa,CA,95401,,707-578-1826,Yes,,Yes,,,http://www.deeringwine.com,staff@cellarsofsonoma.com,15.00,No,11:00,22:30,,Serious Wine for Fun PeopleTodd and Blair Maus would love to share our wine making adventures and misadventures with you.To make great wine and have a great time creating it. We are proud to continue our family's agricultural traditions by growing our own grapes. We don't want our family rolling around in their graves so we use the highest standards in our farming practices.  Located at the Cellars of Sonoma
Dehlinger Winery,,,,,,http://www.srjcwineclassic.com/images/dehlingerlogo.JPG,http://static1.squarespace.com/static/52b47b6fe4b071083f82f7ca/t/52b8bb65e4b02f7251de4242/1387838310643/Dehl_Location_398-L.jpg?format=750w,4101 Vine Hill Road,Sebastopol,CA,95472,,707-823-2378,,,,,,http://www.dehlingerwinery.com,carmen@dehlingerwinery.com,,Yes,,,,"In 1975 Tom Dehlinger planted of the initial 14 acres of vineyard. From the start, his emphasis has been on extracting, developing, and preserving the maximum flavor from the grapes and producing small amounts of hand-worked, barrel-aged wines.Today our focus is entirely on estate grown wines, producing 7000 cases annually of Chardonnay, Pinot noir, Syrah, and Cabernet Sauvignon.We are more interested in perfection of technique and the balance and intensity of flavors than making large amounts of wine. Since our first vintage we have enjoyed a national reputation and positive reviews. Wine writers and our loyal customer base praise our family owned winery for making reliable wines of consistent quality.  Jan-Aug, we offer private tours and tasting on Fridays by appointment only."
Del Carlo Winery,,,,,,https://trademarks.justia.com/media/image.php?serial=76640161,http://www.delcarlowinery.com/media/rokgallery/f/f2bde6ed-23d1-4aad-89b9-dff0c184f031/27e2c2a5-4ff5-4dd8-ad61-e7cf14a1d789.jpg,4939 Dry Creek Road,Healdsburg,CA,95448,,707-484-2430,,,,,,http://www.delcarlowinery.com,lori@delcarlowinery.com,,Yes,,,,"When we launched Del Carlo Winery in 2005, our goal was to make small amounts of delicious, food-friendly wines that showcased our quality estate-grown fruit. We are happy to report that we’ve achieved our goal and we love sharing our wines and showing off our beautiful Home Ranch property.Dry Creek Valley reminded our ancestors of the Old Country and drew them to settle here. We are forever grateful for their foresight in recognizing that the valley’s soil and climate were ideal for growing world-class wine grapes. Del Carlo was selected as the name for our winery to honor Ray's mother (Lucille Del Carlo) and her family, who had a grape ranch and bonded winery in West Dry Creek, not too far from our current site.Today our well-established vineyards produce highly respected and sought-after grapes, and we have the luxury of selecting our very best vineyard blocks to produce our estate-grown Del Carlo wines.For decades, Ray Teldeschi Vineyards has provided the grapes for some of your favorite Zinfandels. Now, our family invites you to enjoy our own wines—Cabernet Sauvignon and our Zinfandel made from century-old vines—produced from our estate vineyards.  Tours available"
DeLoach Vineyards,http://www.deloachvineyards.com/wine-club/,https://www.facebook.com/deloachvineyards,https://twitter.com/deloachvineyard,,,http://www.beauwinetours.com/wp-content/uploads/2013/11/deloach.gif,https://s-media-cache-ak0.pinimg.com/736x/2a/d9/85/2ad98555b38429d4958c1ef0fb8b7d5a.jpg,1791 Olivet Road,Santa Rosa,CA,95401,,707-755-3300,,,,Yes,Yes,http://www.deloachvineyards.com,lesley.bordessa@deloachvineyards.com,15.00,No,10:00,17:00,,"Please visit our tasting room, located in the Russian River Valley, to sample our limited-production wines, tour the property's biodynamic garden, and enjoy a picnic at the winery.We have a variety of experiences available by appointment.  These include the Taste of Terroir where you can discover the Burgundian origins of Pinot Noir and Chardonnay in a guided comparative tasting.  You can also enjoy pizza and a glass of wine, or an exclusive blending experience.  We also offer regularly scheduled tours and tastings with no appointment needed.  Open daily. Groups of 8 or more require a reservation"
deLorimier Winery,http://delorimierwinery.com/wine-club/,https://www.facebook.com/deLoWine,,,,http://delorimierwinery.com/wp-content/uploads/2014/11/delologo.png,http://www.touringandtasting.com/images/wineries/del_ft_m1_fw09.jpg,2001 Highway 128,Geyserville,CA,95441,,707-857-2000,,Yes,Yes,Yes,Yes,http://www.delorimierwinery.com,tasting@delorimierwinery.com,5.00,No,10:30,17:00,,"With our focus on single vineyard designate Cabernets, winemakers Diane Wilson and Antoine Favero are combining their talents and are already producing award winning artisan wines.  With a fabulous line up of ten Cabernet Sauvignons as well as Chardonnay, Sauvignon Blanc, Malbec, and their signature Meritage, deLorimier is the winery to visit when in Sonoma County.  Open daily."
Desmond Estate Vineyards,http://www.desmondwines.com/buywine.php,,,,,http://desmondwines.com/desmond_smllogo.jpg,http://www.desmondwines.com/images/bottling2011_vertical.jpg,6820 Starr Road,Windsor,CA,95492,,707-799-7449,,,,,,http://www.desmondwines.com,info@desmondwines.com,,Yes,,,,"We are located on Starr Road in the Russian River Valley. The position of our vineyard and seasonal creek make a pleasing visual corridor. A mixture of native oak and eucalyptus trees follow the waterway and the vines, comprised of a field blend of Dijon clones 115, 667, 777, receive full sun throughout the growing season."
Deux Amis Wines,http://www.deuxamiswines.com/Wine-Club/Wine-Clubs,https://www.facebook.com/Deux-Amis-Winery-114333031956357/timeline/,,,,http://www.kazzit.com/custom/domain_1/image_files/sitemgr_photo_25737.jpg,http://www.inetours.com/ImagesWT/dckrd/Deux_Amis_Barrels.jpg,9050 Windsor Road,Windsor,CA,95492,,707-687-5089,,,Yes,Yes,,http://www.deuxamiswines.com,friends@deuxamiswines.com,,No,11:00,18:00,,"Come taste our wine in our new location, Tasting Room on the Green. Deux Amis decided to join forces with longtime friend and fellow winemaker of Mutt Lynch Winery, Brenda Lynch, to open this co-op tasting room located near the Town Green in Windsor.  Open daily. Sunday hours are 12 noon - 5pm"
Dom Whitney Wines,http://domwhitney.com/wine-club/,,,,,http://domwhitney.com/wp-content/uploads/2012/02/dom-whitney-wines-logo-v2-e1329238452689.png,http://domwhitney.com/wp-content/uploads/2012/03/Dom-Whitney-Wines-in-the-Wine-Country.jpg,3994 Dry Creek Road,Healdsburg,CA,95448,,707-955-5095,,,,,,http://www.domwhitney.com,info@domwhitney.com,,Yes,,,,"Dominic Foppoli and Whitney Opperman were two friends who met in a vineyard and have been great friends ever since. Each bottle is a result of years of friendship, generations of family wine history, and a mutual love for great wine. Our limited production of hand crafted wine is made for three groups of people- ourselves, our famiy, and our closest friends. We hope you enjoy the wines as much as we enjoyed making them. Salute!  Call for information about tastings."
Donelan Family Wines,http://www.donelanwines.com/donelan-family-wines-bottle-program/,https://www.facebook.com/donelanwines,https://twitter.com/DonelanWine,https://instagram.com/donelanwine/,https://www.pinterest.com/donelanwines/,https://store.donelanwines.com/images/donelan-wines-logo.png,http://www.donelanwines.com/donelan2013/wp-content/uploads/2013/07/Donelan_LogoWall.jpg,"3352 Coffey Lane, Suite D",Santa Rosa,CA,95403,http://www.donelanwines.com/visit-us/,707-591-0782,,,,,,http://www.donelanwines.com/,mail@donelanwines.com,20.00,Yes,10:00,16:30,,"We are a small, boutique winery in Sonoma County producing Chardonnay, Pinot Noir, Syrah, Grenache, and Roussanne. We have elected to prize quality over all other factors. Simply put, we think wine should taste great – with every vintage and every grape, this is our ultimate priority and our greatest motivation.We believe that the best wines are not made but discovered and we take pride in the responsibility and privilege of distilling for your pleasure the greatest qualities and natural variations in a vineyard and a variety. We start with great terroir, because site trumps all variables, and we proceed with extreme selectivity, conscientious winemaking, and extensive blending trials."
Dry Creek Vineyard,http://www.drycreekvineyard.com/wine-club/join-our-club/,https://www.facebook.com/drycreekvineyard,https://twitter.com/DryCreekVnyd,https://instagram.com/drycreekvineyard/,,http://www.foodwinenet.com/wp-content/uploads/Dry-Creek-Vineyard.jpg,http://cbssanfran.files.wordpress.com/2011/03/dry-creek.jpg,3770 Lambert Bridge Road,Healdsburg,CA,95448,,707-433-1000,,Yes,,Yes,Yes,http://www.drycreekvineyard.com,dcv@drycreekvineyard.com,10.00,No,10:30,17:00,,"We invite you to visit our family winery and experience the beauty of the Dry Creek Valley. Our Tasting Room offers a wide range of tasting options including a $10 tasting of our Signature Wines and a $15 tasting of our Wine Club selections.Our beautiful picnic grounds make a lovely setting to enjoy a snack paired with Dry Creek Vineyard wines purchased from our tasting room. In addition to great wine, lovely picnic grounds, and warm hospitality, you can share your Dry Creek Vineyard experience using our free WiFi.  For groups of 7 or more, reservation is required."
Dunstan Wines,http://www.dunstanwines.com/clubs,https://www.facebook.com/DUNSTANwines,https://twitter.com/dunstanwines,,,http://wildhorsepreservation.org/sites/wildhorsepreservation.org/files/u477/DunstanLogo.jpeg,https://www.dunstanwines.com/images/slideshow5.jpg,1945 Felder Road,Sonoma,CA,95476,,707-933-3839,,,,,,http://www.dunstanwines.com,info@dunstanwines.com,,Yes,,,,Dunstan makes two wines from one place: Chardonnay and Pinot Noir from the renowned Durell Vineyard. The grapes for Dunstan come from the eight-and-a-half acre Ranch House Block alongside our home on the property.
Dutcher Crossing Winery,http://www.dutchercrossingwinery.com/Wine-Club,https://www.facebook.com/Dutcher-Crossing-Winery-62898463925/timeline/,,,,http://i727.photobucket.com/albums/ww279/profcalc/bikelogowinery.jpg,http://www.dutchercrossingwinery.com/assets/client/Image/winery-picnic%20grounds.jpg,8533 Dry Creek Road,Geyserville,CA,95441,,866-431-2711,,,,Yes,Yes,http://www.dutchercrossingwinery.com,info@dutchercrossingwinery.com,10.00,No,11:00,17:00,,"Dutcher Crossing Winery represents an authentic and enjoyable experience for wine-lovers who visit the beautiful Dry Creek Valley. The perfect blend of award-winning wines, gorgeous wine country views and warm hospitality await visitors.Proprietor Debra Mathy can often be found welcoming guests with Dutchess, her Golden Lab, sidekick and official greeter. Winemaker Kerry Damskey’s small-lot, select vineyard approach to winemaking can be learned and enjoyed in the tasting room. In short, Dutcher Crossing offers the timeless qualities of an artisan approach to life.The vintage high-wheel bicycle, a treasured gift from Debra's father, represents Dutcher Crossing's pursuit of quality small-lot winemaking, the guiding power of her father's imagination and the journey that lies ahead. Debra and the DCW team invite you to experience the best of the valley.  Open daily."
Dutton Estate Winery,http://sebastopolvineyards.com/join-our-wine-club,https://www.facebook.com/DuttonEstateWinery/timeline/,https://twitter.com/Duttonestate,,,http://sebastopolvineyards.com/sites/sebastopolvineyards.com/files/upload/Useable.jpg,http://s3-media1.fl.yelpcdn.com/bphoto/NLOSLce8frqHUIxS6HdKjQ/348s.jpg,8757 Green Valley Road,Sebastopol,CA,95472,,707-829-9463,,Yes,Yes,,Yes,http://sebastopolvineyards.com/,debbie@duttonestate.com,10.00,No,10:00,16:30,,Come visit our beautiful picnic area where you can enjoy the gardens and vineyard!  Open daily
Dutton-Goldfield Winery,http://www.duttongoldfield.com/wine-club/,https://www.facebook.com/DuttonGoldfieldWinery,https://twitter.com/DuttonGoldfield,,,http://www.duttongoldfield.com/images/New-DG-Logo.jpg,https://www.biddingforgood.com/orgs/aof/189041100/dutton.png,3100 Gravenstein Highway North,Sebastopol,CA,95472,http://www.vinovisit.com/wineries/dutton-goldfield-winery/,707-823-3887,,,Yes,Yes,Yes,http://www.duttongoldfield.com,info@duttongoldfield.com,15.00,No,10:00,16:30,,"We have a lovely patio with outdoor seating available. We offer a number of seated tastings including expertly crafted wine & food pairings. Our newest tasting that just started in the Spring and will be offered through the Fall is our Bright Whites and Sushi pairing lunch offered at 12pm and 2pm, Wednesday through Saturday. Our Beast & Pinot pairing and Wine & Cheese pairing are very popular and showcase our wonderful single-vineyard wines with local artisan cheese and meats. For a more casual lunch, enjoy our Picnic on the Patio which features a seated tasting of single-vineyard wines with gourmet sandwiches afterwards. For an education focused experience without food book our Vineyard Personality Exploration which uses sensory jars, maps and soils to enhance your learning (and enjoying!). Open daily."
Ektimo Vineyards,http://ektimowines.com/?page_id=135#!/Wine-Clubs/c/12622193/inview=product50248082&offset=0&sort=normal,https://www.facebook.com/ektimowines,https://twitter.com/ektimovineyards,,,http://ektimowines.com/wp-content/uploads/2015/03/Page1-2-e1426882761427.jpg,http://ektimowines.com/wp-content/uploads/2014/12/Page14.jpg,4950 Ross Road,Sebastopol,CA,95472,,707-827-3008,,,Yes,,,http://ektimowines.com,info@ektimowines.com,10.00,No,10:00,16:00,,Open Wednesday thru Sunday
Emeritus Vineyards,http://www.emeritusvineyards.com/e-club,https://www.facebook.com/EmeritusVineyards,https://twitter.com/EmeritusWines,https://instagram.com/emerituswines/,https://www.pinterest.com/emerituswines/,http://www.everyvine.com/wp-content/uploads/2015/03/Emeritus-logo.gif,http://www.emeritusvineyards.com/assets/client/Image/connect/Brodgesell_EmeritusVineyard_0112.jpg,2500 Gravenstein Highway North,Sebastopol,CA,95473,https://admin.vinovisit.com/widget/search?wineryID=3555,707-823-4464,,Yes,,Yes,,http://www.emeritusvineyards.com,inquiry@emeritusvineyards.com,10.00,Yes,10:00,16:30,,"Estate grown, vineyard specific Pinot Noir from Goldridge soils in Sonoma County. Family owned, farmed and operated.  Available for tours and tastings by appointment only."
En Garde Winery,,,,,,https://www.heartofsonomavalley.com/files/members/logo_34.jpg,http://8under5.weebly.com/uploads/1/7/0/0/17004354/1367863300.jpg,9077 Sonoma Highway,Kenwood,CA,95452,http://www.vinovisit.com/wineries/en-garde/,707-836-3395,,,,Yes,,http://www.engardewinery.com,info@engardewinery.com,20.00,No,11:00,18:00,,Intimate and Modern. Owner/Winemaker is on staff most of the time.  Open daily
Enkidu Wine Tasting Room,http://www.enkiduwines.com/Wine-Club,,,,,http://goldmedalmarketinginc.ca/wp-content/uploads/2012/01/Enkidu_Logo.jpg,http://cdn.patch.com/users/22771195/2015/07/T800x600/20150755b014a9c898b.jpg,520 Broadway,Sonoma,CA,95476,,707-833-6100,,,,,,http://www.enkiduwines.com,info@enkiduwines.com,15.00,No,12:00,18:00,,"At Enkidu, our winemaking techniques are minimalist: we handle the fruit gently and bottle our reds unfiltered and rarely fined. Equally as important are the vineyards where we source our grapes. Our growers utilize methods which show great respect for the fruit as well as regard for the land. All of this feeds into, and is the product of, the passion we have to produce wines. Ultimately, the goal is simple: to make great wines to share with our friends, with the hope they enhance a moment of your day. If we can fufill this goal and make you a friend of Enkidu, then we have succeeded.  Open daily."
Enriquez Estate Wines,,,,,,,,3062 Old Adobe Road,Petaluma,CA,94954,,707-347-9719,,,,Yes,,http://www.EnriquezWines.com,,,Yes,,,,"Family Owned & Operated, Sonoma Coast Limited Production, Estate Pinot Noir & Tempranillo.  We are family friendly, dog friendly and offer Unrestricted EV Charger."
Envolve Winery,,,,,,,,27 East Napa Suite A,Sonoma,CA,95476,,707-939-5385,,,,,,http://www.envolvewinery.com,,,No,12:00,19:00,,"Founded in 2008, Envolve Winery, in Sonoma, California, creates appellation driven wines with a sustainable, organic and a biodynamic wine farming approach. Envolve Winery owners, Mike and Kate Benziger, and sibling Chris Benziger are next generation Sonoma Valley winemakers with a pioneer spirit rooted in tradition. Envolve Winery believes that more natural philosophies produce better quality wines and our Tasting Room aims to provide unique varietals in a fresh, fun and educational atmosphere. Join the fun by visiting our wine tasting room in downtown Sonoma, on the historic Sonoma Plaza, sit in on a vineyard tour, poke your head into one of our events, become a friend and #GetEnvolved with one of our philanthropic activities today! Open daily; closes late on Saturday at 8pm"
Eric Kent Wine Cellars,,,,,,,,Contact us directly,Santa Rosa,CA,95403,,415-244-9453 or 707-527-9700,,,,,,http://www.erickentwines.com,john@erickentwines.com,20.00,Yes,,,,We are happy to host tastings and winery tours with advance notice. Tasting fee is waived with any purchase and additional special offers are available if you choose to join the list.
Eric Ross Winery,,,,,,,,14300 Arnold Drive,Glen Ellen,CA,95442,,707-939-8525,,,,,,http://www.ericross.com,,,No,11:00,17:00,,"Eric Ross Winery began in the Heart of Russian River on the site of an old Italian winery.  Now located in the Heart of Sonoma Valley, crafting wines of nuance. Long cool growing seasons are crucial for the varietals Pinot Noir, Marsanne~Roussanne and Syrah.  Open daily."
Everett Ridge Vineyards & Winery,,,,,,,,435 W. Dry Creek Road,Healdsburg,CA,95448,,707-433-1637,,,,,,http://www.everettridge.com,,,No,10:00,17:00,,"Everett Ridge’s winemaking philosophy is simple: great wines are made in the vineyard.Our winemaker says, ""the goal is to always make a wine that is the purest expression of the fruit. To me, this means conscientious grape growing practices followed by minimal intervention and quality caretaking at the winery. We all know that when fruit is taken care of in the vineyard, it really shows in the finished product.”  Open daily."
F. Teldeschi Winery,,,,,,,,3555 Dry Creek Road,Healdsburg,CA,95448,,707-433-6626,,,,,,http://www.teldeschi.com,,,No,12:00,17:00,,"One hundred paces from the Historic Dry Creek General Store, placed in the center of picturesque Dry creek Valley, our cozy tasting room offers a slice of what we call ""Zin Country."" During harvest--September to November--the winery is busy with excitement. Anticipation of another great vintage, aromas of fermenting grapes and the cool temperature in our barrel room invite you to taste our handcrafted wines. Forgive us if we appear a little rough looking. Purple stained hands, the first sign of a beard and wearing work boots during crush is standard outfits. If you offer to help you better be prepared to work, because we might take you up on your offer. The rest of the year is generally not too busy. We’ll have time to talk with you and tell you about our favorite other spots. Open daily, additional times by appointment. Available to taste will be :Estate grown and produced, maximum extracted Petite Sirah, Zinfandel, Proprietary Red Blends, Syrah, Cabernet Franc, Cabernet Sauvignon, Pinot Noir, Merlot, and Zinfandel Port are handcrafted in small lots.Our tasting room is cozy and friendly. We want all of our visitors to walk away with a unique experience. On the weekends Owner/winemaker Dan Teldeschi will greet you with his knowledge and enthusiasm. During the week assistant winemaker Bill Wertzberger is happy to share any of his experiences. We look forward to your visit, CHEERS!"
Family Wineries Dry Creek Valley Tasting Room,,,,,,,,4791 Dry Creek Rd Bldg 11,Healdsburg,CA,95448,,707-433-0100,,,,,,http://www.familywines.com,,,No,10:30,16:30,,"Cooperative six small family winery tasting room for Collier Falls Vineyards, Dashe Cellars, Forth Vineyards, Lago di Merlo Vineyards and Winery, Mietz Cellars, and Philip Staley Vineyards and Winery.  Open daily March through December; Open Thursday through Monday January and February"
Favero Vineyards,,,,,,,,3939 Lovall Valley Road,Sonoma,CA,95476,,707-935-3939,,,,,,http://www.faverovineyards.com,,,Yes,,,,"Fred and Ginger, winemaker and owners of Favero Vineyards and Winery, take pride in the production of their fine quality wines. From clearing the rugged and rocky hillside, to hand planting vines, to the precision thinning of fruit and the pulling of leaves for improved circulation, Fred Favero crafts the entire production of Favero Vineyards wines. The result of this exacting vineyard management and careful handling of fruit is wine of extraordinary complexity, power, and finesse."
Ferrari-Carano Vineyards & Winery,,,,,,,,8761 Dry Creek Road,Healdsburg,CA,95448,,707-433-6700,,,,,,http://www.ferrari-carano.com,,,No,10:00,17:00,,"The Villa Fiore Wine Shop offers a diverse selection of unusual tableware, linens, wine accessories, logo clothing and unique wine country gift items – and of course, Ferrari-Carano wines!  Open daily"
Ferrari-Carano's Seasons of the Vineyard Tasting Bar & Boutique,,,,,,,,113 Plaza Street,Healdsburg,CA,95448,,707-431-2222,,,,,,http://www.seasonsofthevineyard.com,,,No,11:00,18:00,,"Welcome to Rhonda Carano’s wine country boutique in charming, downtown Healdsburg! Taste Ferrari-Carano and Lazy Creek Vineyards wines…try our wine and Scharffen Berger chocolate pairing…or take a little bit of wine country home with you.  Open daily except Mondays"
